,Unnamed: 0,Unnamed: 0.1,gene_ID,type,gene_symbol,start,stop,description,pos,pathway,"L: L, Mono","D: L, S in maj 1","FL: L, Eco Eq 1","Q: L, Glu exp","WL: L, S in maj 2","Y: L, Eco Eq 2","T: R, Glu Exp","H: L, Ac exp","FS: S, Eco Eq 1"
114,114,119,ECB_00115,cds,lpdA,130716,132140,dihydrolipoamide dehydrogenase,131428.0,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr00280': 'Valine, leucine and isoleucine degradation', 'ebr00310': 'Lysine degradation', 'ebr00380': 'Tryptophan metabolism', 'ebr00620': 'Pyruvate metabolism', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
115,115,120,ECB_00116,cds,yacH,132211,134064,hypothetical protein,133137.5,,0.0007628004620847021,-0.052170223345300255,0.0012685799613195064,0.010207730637952576,0.000279632833075632,,0.008056751208038948,0.007476335103365765,0.0005926552625463988
116,116,121,ECB_00117,cds,acnB,134419,137016,aconitate hydratase,135717.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01210': '2-Oxocarboxylic acid metabolism', 'ebr01230': 'Biosynthesis of amino acids'}",,,,,,,,,
117,117,122,ECB_00118,cds,yacL,137191,137553,hypothetical protein,137372.0,,,,,,,,,,
118,118,123,ECB_00119,cds,speD,137591,138385,S-adenosylmethionine decarboxylase proenzyme,137988.0,"{'ebr00270': 'Cysteine and methionine metabolism', 'ebr00330': 'Arginine and proline metabolism', 'ebr01100': 'Metabolic pathways'}",-0.04723703103554995,,,,,,,-0.015044527085500834,
119,119,124,ECB_00120,cds,speE,138401,139267,spermidine synthase,138834.0,"{'ebr00270': 'Cysteine and methionine metabolism', 'ebr00330': 'Arginine and proline metabolism', 'ebr00480': 'Glutathione metabolism', 'ebr01100': 'Metabolic pathways'}",,,,,,,,,
120,120,125,ECB_00121,cds,yacC,139373,139720,hypothetical protein,139546.5,,,,,,,,-0.06921055155728846,,
121,121,126,ECB_00122,cds,cueO,139886,141436,multicopper oxidase (laccase),140661.0,,0.00045921694113852717,0.018997192328937526,0.0047934569653863566,-0.008276661152780201,0.0014163519359105714,0.0017309415794985955,-0.02119122364624757,-0.0008870014624613201,-0.001285562777192405
122,122,127,ECB_00123,cds,gcd,141638,144028,glucose dehydrogenase,142833.0,"{'ebr00030': 'Pentose phosphate pathway', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites'}",-0.0018525373013798527,0.013508230350624269,-0.003819765695877696,0.0035118674346778463,-0.002763126550803332,0.003348839234390722,-0.0068294919756852175,-0.0012942363887487145,-0.0009113375001527889
123,123,128,ECB_00124,cds,hpt,144234,144770,hypoxanthine-guanine phosphoribosyltransferase,144502.0,"{'ebr00230': 'Purine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01232': 'Nucleotide metabolism'}",0.009101270445776898,,,-0.0014709461884513265,,-0.02079287079577235,9.889371761696238e-05,-0.0017622164287117938,-0.04460260338995156
124,124,129,ECB_00125,cds,yadF,144811,145473,carbonic anhydrase,145142.0,"{'ebr00910': 'Nitrogen metabolism', 'ebr01100': 'Metabolic pathways'}",,,,,,,,,
125,125,130,ECB_00126,cds,yadG,145582,146508,predicted transporter subunit,146045.0,,0.001639923813950765,0.02607252776466371,-0.003251077406858429,-0.0027012372228371927,0.020232942496666108,-0.005552924436673818,-0.005479098827047675,-0.0005501238344934803,-0.018726303547722048
126,126,131,ECB_00127,cds,yadH,146505,147275,predicted transporter subunit,146890.0,,,,,,,,-0.015599146725259215,,-0.02876282654020118
127,127,132,ECB_00128,cds,yadI,147380,147820,predicted PTS Enzyme IIA,147600.0,,0.004025812994054214,-0.022354492254784114,0.006984904407276303,-0.0018535221442191976,-0.003219248364468785,-0.0016931016642020966,0.0013694632012479487,-0.0013296161346488687,-0.011884848560982994
128,128,133,ECB_00129,cds,yadE,147884,149113,predicted polysaccharide deacetylase lipoprotein,148498.5,,-0.0019469837970385352,,0.007953057757543465,0.003070172468477091,-0.013426863922202973,,-0.006675171074606707,-0.005727559246864391,0.0030071289445901934
129,129,134,ECB_00130,cds,panD,149117,149497,aspartate 1-decarboxylase precursor,149307.0,"{'ebr00410': 'beta-Alanine metabolism', 'ebr00770': 'Pantothenate and CoA biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
130,130,135,ECB_00131,cds,yadD,149771,150673,predicted transposase,150222.0,,-0.004332250145108039,0.012483920933126192,0.01005320450501208,0.003432019445180396,-0.003176206433203632,-0.007173141889690109,0.004404880008222182,-0.005983345187231056,-0.006317914678191705
131,131,136,ECB_00132,cds,panC,150747,151598,pantoate-beta-alanine ligase,151172.5,"{'ebr00410': 'beta-Alanine metabolism', 'ebr00770': 'Pantothenate and CoA biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
132,132,137,ECB_00133,cds,panB,151610,152404,3-methyl-2-oxobutanoate hydroxymethyltransferase,152007.0,"{'ebr00770': 'Pantothenate and CoA biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
133,133,138,ECB_00134,cds,yadC,152517,153863,predicted fimbrial-like adhesin protein,153190.0,,-0.003263871838806105,0.0015511376779906866,0.001843506045291974,-0.0010128962287057966,-0.003954820611598733,-0.0003663734493463524,0.0029308896553146458,-0.0013349171025126491,-0.004156407115640636
134,134,139,ECB_00135,cds,yadK,153844,154440,predicted fimbrial-like adhesin protein,154142.0,,0.00015973977151240206,0.010264390662702693,0.0014942508322766425,0.001005295423018001,-0.0038833397203589695,0.003057261711827873,0.0031671723337405953,-0.0006903671804989091,-0.0033589129497530166
135,135,140,ECB_00136,cds,yadL,154467,155069,predicted fimbrial-like adhesin protein,154768.0,,-0.001421625771550096,0.007933179380438861,0.0010858135491236193,0.0030386727158786524,-0.0007076506473180981,-0.0013187061389689511,0.00037973665364439234,0.000374155087931148,-0.001487754839285764
136,136,141,ECB_00137,cds,yadM,155084,155653,predicted fimbrial-like adhesin protein,155368.5,,-0.002642923833954936,0.0044083277021844955,-0.0006032986620374235,0.0032277935442233123,-0.001586396666132879,-0.005994349587929588,0.0017848654676142336,0.0009445159823094365,-0.0039810410684058
137,137,142,ECB_00138,cds,htrE,155670,158270,predicted outer membrane usher protein,156970.0,,-0.001647003400448717,0.0008572894772373356,0.000633925358856835,0.001485625683987101,-0.003001250249703171,-0.0008527458888352992,0.001647134496226568,0.0008915959811646371,-0.0019775030812503726
138,138,143,ECB_00139,cds,ecpD,158305,159045,predicted periplasmic pilin chaperone,158675.0,,-0.00287975670909637,0.0011340573002148655,0.0016539958097428204,-0.001909324151054512,-0.001083778803326458,0.003861768710942254,-0.0038128375096373006,-0.002945555363323208,0.0017201174784606357
139,139,144,ECB_00140,cds,yadN,159150,159734,predicted fimbrial-like adhesin protein,159442.0,,0.000238334742070488,0.007420833453115217,0.004159183265840528,0.0025262209883623425,0.002861977426878617,-0.005738132868284161,0.006720590912112632,9.424613183677695e-05,-0.0017370601068754958
140,140,145,ECB_00141,cds,folK,160104,160583,2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase,160343.5,"{'ebr00790': 'Folate biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}",0.0025530731835937803,-0.038935317506894745,-0.031653501706204866,-0.0015232826730743284,-0.01339201997228535,0.0005980482286826301,0.019123647376290586,0.01715148372017777,-0.0067802419996549615
141,141,146,ECB_00142,cds,pcnB,160580,161944,poly(A) polymerase I,161262.0,{'ebr03018': 'RNA degradation'},,,,,,,,,
142,142,147,ECB_00143,cds,yadB,162037,162963,glutamyl-Q tRNA(Asp) synthetase,162500.0,,-0.003273606935170446,,-0.005629365235015987,-0.011116038414916308,-0.02252919053090848,0.006439278543264772,-0.026592522891037956,0.002745305023125162,0.0001437661190067517
143,143,148,ECB_00144,cds,dksA,163000,163455,"DNA-binding transcriptional regulator of rRNA transcription, DnaK suppressor protein",163227.5,{'ebr02026': 'Biofilm formation - Escherichia coli'},,,,,,,,,
144,144,149,ECB_00145,cds,sfsA,163633,164337,sugar fermentation stimulation protein A,163985.0,,0.006573656192482014,,-0.0015119012958170306,-0.042008221094778316,0.006164195186855328,-0.0002072201057272755,0.00870401781517235,-0.009801286910349314,-0.02004593905537989
145,145,150,ECB_00146,cds,ligT,164352,164882,2'-5' RNA ligase,164617.0,,-0.003498055474183107,,-0.0038344801621901774,0.004121013161155118,,0.005463324513009261,0.01828701559093321,,0.001595220908944973
146,146,151,ECB_00147,cds,hrpB,164956,167385,predicted ATP-dependent helicase,166170.5,,-0.004138475477627137,-0.02584447480091149,0.0030555665430337924,-0.007541602505176613,0.004939798315383802,0.008926301782035725,0.021210756279370194,0.014894329468459776,-0.01007390670654983
147,147,152,ECB_00148,cds,mrcB,167581,170106,penicillin-binding protein 1b,168843.5,"{'ebr00550': 'Peptidoglycan biosynthesis', 'ebr01100': 'Metabolic pathways'}",,,,,,,,,
148,148,153,ECB_00149,cds,fhuA,170326,172569,ferrichrome outer membrane transporter,171447.5,,-0.0035205397322194357,-0.002833179602203654,0.010770284103418732,0.0010718594887256174,-0.004290665863625039,-0.0017217475107206331,-0.00893735293696823,0.005953272521240585,0.0033567705627913997
149,149,154,ECB_00150,cds,fhuC,172620,173417,iron-hydroxamate transporter subunit,173018.5,{'ebr02010': 'ABC transporters'},,,,,,,-0.0589297673622014,,-0.003960157932793504
150,150,155,ECB_00151,cds,fhuD,173417,174307,iron-hydroxamate transporter subunit,173862.0,{'ebr02010': 'ABC transporters'},-0.00797081471045799,,-0.009447310911263666,0.0008452735721481409,-0.0039611202263563645,,-0.04362621193042472,0.007306872186383442,-0.009650163769326902
151,151,156,ECB_00152,cds,fhuB,174304,176286,fused iron-hydroxamate transporter subunits of ABC superfamily,175295.0,{'ebr02010': 'ABC transporters'},-0.0050540229072611005,,0.0045838328313935325,-0.0008173105890592526,-0.010745982429970977,-0.001117540323103884,0.0017590514078694801,0.005091907039844999,-0.007055126300751528
152,152,157,ECB_00153,cds,hemL,176444,177724,glutamate-1-semialdehyde aminotransferase,177084.0,"{'ebr00860': 'Porphyrin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
153,153,158,ECB_00154,cds,yadQ,177949,179370,chloride channel protein,178659.5,,-0.004289527623474561,,0.0006910958590595266,0.0021662910943590283,-0.005558523455874877,,0.00256951917881344,0.004992629875492842,-0.007695947912082109
154,154,159,ECB_00155,cds,yadR,179452,179796,hypothetical protein,179624.0,,,,,,,,,,
155,155,160,ECB_00156,cds,yadS,179843,180466,conserved inner membrane protein,180154.5,,,,,,,,-0.045201182634451324,,0.004994604539499112
156,156,161,ECB_00157,cds,yadT,180504,181304,vitamin B12-transporter protein BtuF,180904.0,{'ebr02010': 'ABC transporters'},-0.004519815985628173,,0.0008006043667007457,-0.00825159747246533,-0.0061413244942017595,0.00011551553982373586,-0.05376805094218652,0.006008863489922398,0.005041507496337941
157,157,162,ECB_00158,cds,pfs,181297,181995,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,181646.0,"{'ebr00270': 'Cysteine and methionine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01230': 'Biosynthesis of amino acids'}",,,,,,,,,
158,158,163,ECB_00159,cds,dgt,182079,183596,deoxyguanosinetriphosphate triphosphohydrolase,182837.5,"{'ebr00230': 'Purine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01232': 'Nucleotide metabolism'}",-0.005613199442504471,-0.0009477990838258106,-0.0001381710285473992,0.002449367452079607,-0.01093019334361306,0.001218399748937888,-0.0001751894252900829,0.00298966562880674,-0.006910996730913127
159,159,164,ECB_00160,cds,degP,183726,185150,"serine endoprotease (protease Do), membrane-associated",184438.0,"{'ebr01503': 'Cationic antimicrobial peptide (CAMP) resistance', 'ebr02020': 'Two-component system'}",,,,,,,-0.11281675120977153,,
160,160,165,ECB_00161,cds,cdaR,185305,186462,DNA-binding transcriptional activator,185883.5,,0.0023348172753591967,,0.0031530017287808693,0.010199195055665872,-0.006558026155938037,0.020933688430322613,0.00014439406570081298,0.001426108329526695,-0.0035453397040691647
161,161,166,ECB_00162,cds,yaeH,186551,186937,hypothetical protein,186744.0,,,,,,,,0.0007374201095756704,,0.007962487680888185
162,162,167,ECB_00163,cds,yaeI,187099,187911,predicted phosphatase,187505.0,,-0.006632673889532822,0.0032587536543624857,-0.0005498109242557184,0.0051737283299351225,-0.0011601900738615006,,-0.008256721155705688,0.00463442199905648,0.005000799968684327
163,163,168,ECB_00164,cds,dapD,187965,188789,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase",188377.0,"{'ebr00300': 'Lysine biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01230': 'Biosynthesis of amino acids'}",,,,,,,,,
164,164,169,ECB_00165,cds,glnD,188820,191492,PII uridylyl-transferase,190156.0,{'ebr02020': 'Two-component system'},,,,,,,,,
165,165,170,ECB_00166,cds,map,191554,192348,methionine aminopeptidase,191951.0,,,,,,,,,,
166,166,171,EBG00001040721,ncrna,t44,192602,192688,,192645.0,,,,,,,,,,
167,167,172,ECB_00167,cds,rpsB,192716,193441,30S ribosomal protein S2,193078.5,{'ebr03010': 'Ribosome'},,,,,,,,,
168,168,173,ECB_00168,cds,tsf,193699,194550,elongation factor Ts,194124.5,,,,,,,,,,
169,169,174,ECB_00169,cds,pyrH,194697,195422,uridylate kinase,195059.5,"{'ebr00240': 'Pyrimidine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01232': 'Nucleotide metabolism', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
170,170,175,ECB_00170,cds,frr,195714,196271,ribosome releasing factor,195992.5,,,,,,,,,,
171,171,176,ECB_00171,cds,ispC,196363,197559,1-deoxy-D-xylulose 5-phosphate reductoisomerase,196961.0,"{'ebr00900': 'Terpenoid backbone biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites'}",,,,,,,,,
172,172,177,ECB_00172,cds,uppS,197745,198506,undecaprenyl pyrophosphate synthase,198125.5,"{'ebr00550': 'Peptidoglycan biosynthesis', 'ebr00900': 'Terpenoid backbone biosynthesis', 'ebr01110': 'Biosynthesis of secondary metabolites'}",,,,,,,,,
173,173,178,ECB_00173,cds,cdsA,198519,199376,CDP-diglyceride synthase,198947.5,"{'ebr00564': 'Glycerophospholipid metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites'}",,,,,,,,,
174,174,179,ECB_00174,cds,yaeL,199388,200740,zinc metallopeptidase,200064.0,,,,,,,,,,
175,175,180,ECB_00175,cds,yaeT,200770,203202,hypothetical protein,201986.0,,,,,,,,,,
176,176,181,ECB_00176,cds,hlpA,203324,203809,periplasmic chaperone,203566.5,,,,,,,,,,
177,177,182,ECB_00177,cds,lpxD,203813,204838,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,204325.5,"{'ebr00540': 'Lipopolysaccharide biosynthesis', 'ebr01100': 'Metabolic pathways'}",,,,,,,,,
178,178,183,ECB_00178,cds,fabZ,204943,205398,(3R)-hydroxymyristoyl ACP dehydratase,205170.5,"{'ebr00061': 'Fatty acid biosynthesis', 'ebr00780': 'Biotin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01212': 'Fatty acid metabolism', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
179,179,184,ECB_00179,cds,lpxA,205402,206190,UDP-N-acetylglucosamine acyltransferase,205796.0,"{'ebr00540': 'Lipopolysaccharide biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01503': 'Cationic antimicrobial peptide (CAMP) resistance'}",,,,,,,,,
180,180,185,ECB_00180,cds,lpxB,206190,207338,lipid-A-disaccharide synthase,206764.0,"{'ebr00540': 'Lipopolysaccharide biosynthesis', 'ebr01100': 'Metabolic pathways'}",,,,,,,,,
181,181,186,ECB_00181,cds,rnhB,207335,207931,ribonuclease HII,207633.0,{'ebr03030': 'DNA replication'},,,,,,,-0.02134285051895037,,-0.025761458111788496
182,182,187,ECB_00182,cds,dnaE,207968,211450,DNA polymerase III subunit alpha,209709.0,"{'ebr03030': 'DNA replication', 'ebr03430': 'Mismatch repair', 'ebr03440': 'Homologous recombination'}",,,,,,,,,
183,183,188,ECB_00183,cds,accA,211463,212422,acetyl-CoA carboxylase subunit alpha,211942.5,"{'ebr00061': 'Fatty acid biosynthesis', 'ebr00620': 'Pyruvate metabolism', 'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01212': 'Fatty acid metabolism'}",,,,,,,,,
184,184,189,ECB_00184,cds,ldcC,212521,214662,"lysine decarboxylase 2, constitutive",213591.5,"{'ebr00310': 'Lysine degradation', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments'}",-8.736080474700413e-05,-0.016000995943434033,0.0017863350956867539,-0.008717711063405745,-0.010828105672349474,0.007767625212374621,0.006838834890729931,0.005839731312585574,0.0016241627109293325
185,185,190,ECB_00185,cds,yaeR,214719,215108,predicted lyase,214913.5,,,,,,,,-0.052176632993949146,,
186,186,191,ECB_00186,cds,tilS,215173,216471,tRNA(Ile)-lysidine synthetase,215822.0,,,,,,,,,,
187,187,192,ECB_00187,cds,rof,216520,216774,modulator of Rho-dependent transcription termination,216647.0,,,,,,,,-0.04241750187342983,,0.02633092698959138
188,188,193,ECB_00188,cds,yaeP,216767,216967,hypothetical protein,216867.0,,,,,,,,,,0.0507857272195073
189,189,194,ECB_00189,cds,yaeQ,217133,217678,hypothetical protein,217405.5,,,,,-0.007462862783906008,,,-0.006242570762740171,,
190,190,195,ECB_00190,cds,yaeJ,217675,218097,hypothetical protein,217886.0,,,,,,,,-0.023682834606815414,,-0.0032051694532118135
191,191,196,ECB_00191,cds,cutF,218111,218821,lipoprotein involved with copper homeostasis and adhesion,218466.0,{'ebr01503': 'Cationic antimicrobial peptide (CAMP) resistance'},,,,-0.0021886596584982407,,0.008358814231902201,0.02766468183450395,0.002012043275500157,-0.013007364324715172
192,192,197,ECB_00192,cds,yaeF,219021,219845,predicted lipoprotein,219433.0,,0.0008418305936842501,-0.014496392301492909,0.005005243356343071,-0.009650342963001985,0.0048057227364703215,0.003453513473174202,-0.014435603247805191,0.0031063943102441344,-0.017573899134032036
193,193,198,ECB_00193,cds,proS,219898,221616,prolyl-tRNA synthetase,220757.0,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
194,194,199,ECB_00194,cds,yaeB,221727,222434,hypothetical protein,222080.5,,-0.004589598497976949,,0.0018955352718226601,,-0.006762911812832141,0.011569210996047637,0.022634341791230805,0.0187633407619749,0.00203322077505939
195,195,200,ECB_00195,cds,rcsF,222431,222835,"predicted outer membrane protein, signal",222633.0,{'ebr02020': 'Two-component system'},,,,,,,-0.015761344298826925,,-0.002450444440309428
196,196,201,ECB_00196,cds,metQ,222953,223768,DL-methionine transporter subunit,223360.5,{'ebr02010': 'ABC transporters'},,,,,,,-0.028040525036956417,,
