,gene_ID,type,gene_symbol,start,stop,description,pos,pathway
179,ECB_00174,cds,yaeL,199388,200740,zinc metallopeptidase,200064.0,
180,ECB_00175,cds,yaeT,200770,203202,hypothetical protein,201986.0,
181,ECB_00176,cds,hlpA,203324,203809,periplasmic chaperone,203566.5,
182,ECB_00177,cds,lpxD,203813,204838,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,204325.5,"{'ebr00540': 'Lipopolysaccharide biosynthesis', 'ebr01100': 'Metabolic pathways'}"
183,ECB_00178,cds,fabZ,204943,205398,(3R)-hydroxymyristoyl ACP dehydratase,205170.5,"{'ebr00061': 'Fatty acid biosynthesis', 'ebr00780': 'Biotin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01212': 'Fatty acid metabolism', 'ebr01240': 'Biosynthesis of cofactors'}"
184,ECB_00179,cds,lpxA,205402,206190,UDP-N-acetylglucosamine acyltransferase,205796.0,"{'ebr00540': 'Lipopolysaccharide biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01503': 'Cationic antimicrobial peptide (CAMP) resistance'}"
185,ECB_00180,cds,lpxB,206190,207338,lipid-A-disaccharide synthase,206764.0,"{'ebr00540': 'Lipopolysaccharide biosynthesis', 'ebr01100': 'Metabolic pathways'}"
186,ECB_00181,cds,rnhB,207335,207931,ribonuclease HII,207633.0,{'ebr03030': 'DNA replication'}
187,ECB_00182,cds,dnaE,207968,211450,DNA polymerase III subunit alpha,209709.0,"{'ebr03030': 'DNA replication', 'ebr03430': 'Mismatch repair', 'ebr03440': 'Homologous recombination'}"
188,ECB_00183,cds,accA,211463,212422,acetyl-CoA carboxylase subunit alpha,211942.5,"{'ebr00061': 'Fatty acid biosynthesis', 'ebr00620': 'Pyruvate metabolism', 'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01212': 'Fatty acid metabolism'}"
189,ECB_00184,cds,ldcC,212521,214662,"lysine decarboxylase 2, constitutive",213591.5,"{'ebr00310': 'Lysine degradation', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments'}"
190,ECB_00185,cds,yaeR,214719,215108,predicted lyase,214913.5,
191,ECB_00186,cds,tilS,215173,216471,tRNA(Ile)-lysidine synthetase,215822.0,
192,ECB_00187,cds,rof,216520,216774,modulator of Rho-dependent transcription termination,216647.0,
193,ECB_00188,cds,yaeP,216767,216967,hypothetical protein,216867.0,
194,ECB_00189,cds,yaeQ,217133,217678,hypothetical protein,217405.5,
195,ECB_00190,cds,yaeJ,217675,218097,hypothetical protein,217886.0,
196,ECB_00191,cds,cutF,218111,218821,lipoprotein involved with copper homeostasis and adhesion,218466.0,{'ebr01503': 'Cationic antimicrobial peptide (CAMP) resistance'}
197,ECB_00192,cds,yaeF,219021,219845,predicted lipoprotein,219433.0,
198,ECB_00193,cds,proS,219898,221616,prolyl-tRNA synthetase,220757.0,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
199,ECB_00194,cds,yaeB,221727,222434,hypothetical protein,222080.5,
200,ECB_00195,cds,rcsF,222431,222835,"predicted outer membrane protein, signal",222633.0,{'ebr02020': 'Two-component system'}
201,ECB_00196,cds,metQ,222953,223768,DL-methionine transporter subunit,223360.5,{'ebr02010': 'ABC transporters'}
202,ECB_00197,cds,metI,223808,224461,DL-methionine transporter subunit,224134.5,{'ebr02010': 'ABC transporters'}
203,ECB_00198,cds,metN,224454,225485,DL-methionine transporter subunit,224969.5,{'ebr02010': 'ABC transporters'}
204,ECB_00199,cds,gmhB,225673,226245,hypothetical protein,225959.0,"{'ebr00540': 'Lipopolysaccharide biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01250': 'Biosynthesis of nucleotide sugars'}"
205,ECB_r00001,ncrna,rrsH,226609,228150,,227379.5,{'ebr03010': 'Ribosome'}
206,EBG00001040632,ncrna,SSU_rRNA_archaea,226614,228148,,227381.0,
207,ECB_t00001,ncrna,ileV,228219,228295,,228257.0,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
208,EBG00001040592,ncrna,tRNA,228219,228292,,228255.5,
209,ECB_t00002,ncrna,alaV,228338,228413,,228375.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
210,EBG00001040705,ncrna,tRNA,228338,228410,,228374.0,
211,EBG00001040610,ncrna,StyR-44,228481,228580,,228530.5,
212,ECB_r00002,ncrna,rrlH,228588,231493,,230040.5,{'ebr03010': 'Ribosome'}
213,EBG00001040597,ncrna,LSU_rRNA_bacteria,228588,231493,,230040.5,
214,EBG00001040584,ncrna,PK-G12rRNA,230872,230979,,230925.5,
215,ECB_r00003,ncrna,rrfH,231680,231799,,231739.5,{'ebr03010': 'Ribosome'}
216,EBG00001040567,ncrna,5S_rRNA,231682,231797,,231739.5,
217,EBG00001040662,ncrna,tRNA,231852,231925,,231888.5,
218,ECB_t00003,ncrna,aspU,231852,231928,,231890.0,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
219,ECB_00200,cds,dkgB,232091,232894,"2,5-diketo-D-gluconate reductase B",232492.5,
220,ECB_00201,cds,yafC,232891,233805,predicted DNA-binding transcriptional regulator,233348.0,
221,ECB_00202,cds,yafD,234046,234846,hypothetical protein,234446.0,
222,ECB_00203,cds,yafE,234850,235473,predicted S-adenosyl-L-methionine-dependent methyltransferase,235161.5,
223,ECB_00204,cds,mltD,235521,236879,predicted membrane-bound lytic murein transglycosylase D,236200.0,
224,ECB_00205,cds,gloB,236951,237706,predicted hydroxyacylglutathione hydrolase,237328.5,"{'ebr00620': 'Pyruvate metabolism', 'ebr01100': 'Metabolic pathways'}"
225,ECB_00206,cds,yafS,237740,238462,predicted S-adenosyl-L-methionine-dependent methyltransferase,238101.0,
226,ECB_00207,cds,rnhA,238459,238926,ribonuclease H,238692.5,{'ebr03030': 'DNA replication'}
227,ECB_00208,cds,dnaQ,238991,239722,DNA polymerase III subunit epsilon,239356.5,"{'ebr03030': 'DNA replication', 'ebr03430': 'Mismatch repair', 'ebr03440': 'Homologous recombination'}"
228,EBG00001040699,ncrna,tRNA,239855,239928,,239891.5,
229,ECB_t00004,ncrna,aspV,239855,239931,,239893.0,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
230,ECB_00209,cds,yafT,240261,241046,predicted aminopeptidase,240653.5,
231,ECB_00210,cds,insA-2,241312,241587,IS1 protein InsA,241449.5,
232,ECB_00211,cds,insB-2,241506,242009,IS1 protein InsB,241757.5,
234,ECB_00213,cds,yhhI-1,242813,243949,predicted transposase,243381.0,
235,ECB_00214,cds,yafV,243990,244760,"predicted C-N hydrolase family amidase, NAD(P)-binding",244375.0,"{'ebr00250': 'Alanine, aspartate and glutamate metabolism', 'ebr01100': 'Metabolic pathways'}"
236,ECB_00215,cds,ykfE,244914,245387,inhibitor of vertebrate C-lysozyme,245150.5,
237,ECB_00216,cds,fadE,245430,247874,acyl-CoA dehydrogenase,246652.0,"{'ebr00071': 'Fatty acid degradation', 'ebr01100': 'Metabolic pathways', 'ebr01212': 'Fatty acid metabolism'}"
238,ECB_00217,cds,lpcA,248114,248692,phosphoheptose isomerase,248403.0,"{'ebr00540': 'Lipopolysaccharide biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01250': 'Biosynthesis of nucleotide sugars'}"
239,ECB_00218,cds,yafJ,248898,249665,predicted amidotransfease,249281.5,
240,ECB_00219,cds,yafK,249636,250376,hypothetical protein,250006.0,
241,ECB_00220,cds,yafQ,250532,250810,predicted toxin of the YafQ-DinJ toxin-antitoxin system,250671.0,
242,ECB_00221,cds,dinJ,250813,251073,predicted antitoxin of YafQ-DinJ toxin-antitoxin system,250943.0,
243,ECB_00222,cds,yafL,251283,252032,predicted lipoprotein and C40 family peptidase,251657.5,
244,ECB_00223,cds,yafM,252208,252705,hypothetical protein,252456.5,
245,ECB_00226,cds,dinB,255461,256516,DNA polymerase IV,255988.5,
246,ECB_00227,cds,yafN,256568,256861,predicted antitoxin of the YafO-YafN toxin-antitoxin system,256714.5,
247,ECB_00228,cds,yafO,256864,257262,predicted toxin of the YafO-YafN toxin-antitoxin system,257063.0,
248,ECB_00229,cds,yafP,257272,257724,predicted acyltransferase with acyl-CoA N-acyltransferase domain,257498.0,
249,ECB_00230,cds,ykfJ,257958,258224,hypothetical protein,258091.0,
250,ECB_00231,cds,prfH,258193,258693,peptide chain release factor 2,258443.0,
251,ECB_00232,cds,pepD,258750,260207,aminoacyl-histidine dipeptidase (peptidase D),259478.5,"{'ebr00480': 'Glutathione metabolism', 'ebr01100': 'Metabolic pathways'}"
252,ECB_00233,cds,gpt,260468,260926,xanthine phosphoribosyltransferase,260697.0,"{'ebr00230': 'Purine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01232': 'Nucleotide metabolism'}"
253,ECB_00234,cds,yafA,261018,262262,fermentation/respiration switch protein,261640.0,
254,ECB_00235,cds,crl,262320,262721,DNA-binding transcriptional regulator,262520.5,
255,ECB_00236,cds,insA-3,262847,263122,IS1 protein InsA,262984.5,
256,ECB_00237,cds,insB-3,263041,263544,IS1 protein InsB,263292.5,
257,ECB_00238,cds,phoE,263555,264592,outer membrane phosphoporin protein E,264073.5,
258,ECB_00239,cds,proB,264880,265983,gamma-glutamyl kinase,265431.5,"{'ebr00330': 'Arginine and proline metabolism', 'ebr00332': 'Carbapenem biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01230': 'Biosynthesis of amino acids'}"
259,ECB_00240,cds,proA,265995,267248,gamma-glutamyl phosphate reductase,266621.5,"{'ebr00330': 'Arginine and proline metabolism', 'ebr00332': 'Carbapenem biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01230': 'Biosynthesis of amino acids'}"
260,ECB_t00005,ncrna,thrW,267363,267438,,267400.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
261,EBG00001040646,ncrna,tRNA,267363,267435,,267399.0,
262,ECB_00241,cds,yagP,267565,267975,predicted transcriptional regulator,267770.0,
263,ECB_00242,cds,yagQ,267954,268910,hypothetical protein,268432.0,
264,ECB_00243,cds,yagR,268920,271118,predicted oxidoreductase with molybdenum-binding domain,270019.0,"{'ebr00230': 'Purine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01232': 'Nucleotide metabolism'}"
265,ECB_00244,cds,yagS,271115,272071,predicted oxidoreductase with FAD-binding domain,271593.0,"{'ebr00230': 'Purine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01232': 'Nucleotide metabolism'}"
266,ECB_00245,cds,yagT,272068,272757,"predicted xanthine dehydrogenase, 2Fe-2S subunit",272412.5,"{'ebr00230': 'Purine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01232': 'Nucleotide metabolism'}"
267,ECB_00246,cds,yagU,273174,273788,conserved inner membrane protein,273481.0,
268,EBG00001040524,ncrna,IS009,273794,273992,,273893.0,
269,ECB_00247,cds,ykgJ,274035,274364,predicted ferredoxin,274199.5,
270,ECB_00248,cds,yagV,274677,275387,hypothetical protein,275032.0,
271,ECB_00249,cds,yagW,275356,276999,predicted receptor,276177.5,
272,ECB_00250,cds,yagX,276989,279514,predicted aromatic compound dioxygenase,278251.5,
273,ECB_00251,cds,yagY,279540,280208,hypothetical protein,279874.0,
274,ECB_00252,cds,yagZ,280266,280901,hypothetical protein,280583.5,
275,ECB_00253,cds,ykgK,280927,281517,predicted regulator,281222.0,
276,ECB_00254,cds,ykgL,282292,282519,hypothetical protein,282405.5,
277,ECB_00255,cds,ykgM,282694,282957,50S ribosomal protein L31,282825.5,{'ebr03010': 'Ribosome'}
278,ECB_00256,cds,eaeH,284537,288793,"attaching and effacing protein, pathogenesis factor",286665.0,
279,ECB_00257,cds,ykgA,288933,289784,predicted DNA-binding transcriptional regulator,289358.5,
280,ECB_00258,cds,ykgB,290375,290968,conserved inner membrane protein,290671.5,
281,ECB_00259,cds,ykgI,290980,291216,hypothetical protein,291098.0,
282,ECB_00260,cds,ykgC,291325,292650,pyridine nucleotide-disulfide oxidoreductase,291987.5,
283,ECB_00261,cds,ykgD,292876,293730,predicted DNA-binding transcriptional regulator,293303.0,
284,ECB_00262,cds,ykgE,294257,294976,predicted oxidoreductase,294616.5,
285,ECB_00263,cds,ykgF,294987,296414,predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain,295700.5,
286,ECB_00264,cds,ykgG,296407,297102,predicted transporter,296754.5,
288,ECB_00266,cds,ykgH,297345,298013,predicted inner membrane protein,297679.0,
289,ECB_00267,cds,betA,298226,299896,choline dehydrogenase,299061.0,"{'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr01100': 'Metabolic pathways'}"
290,ECB_00268,cds,betB,299910,301382,"betaine aldehyde dehydrogenase, NAD-dependent",300646.0,"{'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr01100': 'Metabolic pathways'}"
291,ECB_00269,cds,betI,301396,301983,transcriptional regulator BetI,301689.5,
292,ECB_00270,cds,betT,302112,304145,choline transporter of high affinity,303128.5,
293,ECB_00271,cds,yahA,305020,306108,predicted DNA-binding transcriptional regulator,305564.0,
294,ECB_00272,cds,yahB,306150,307082,predicted DNA-bindng transcriptional regulator,306616.0,
295,ECB_00273,cds,yahC,307174,307671,predicted inner membrane protein,307422.5,
296,ECB_00274,cds,yahD,307929,308534,predicted transcriptional regulator with ankyrin domain,308231.5,
297,ECB_00275,cds,yahE,308574,309437,hypothetical protein,309005.5,
298,ECB_00276,cds,yahF,309427,310974,predicted acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain,310200.5,
299,ECB_00277,cds,yahG,310974,312392,hypothetical protein,311683.0,
300,ECB_00278,cds,yahI,312814,313764,predicted carbamate kinase-like protein,313289.0,"{'ebr00220': 'Arginine biosynthesis', 'ebr00230': 'Purine metabolism', 'ebr00910': 'Nitrogen metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
301,ECB_00279,cds,yahJ,313774,315156,deaminase,314465.0,
302,ECB_00280,cds,yahK,315533,316582,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",316057.5,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00561': 'Glycerolipid metabolism', 'ebr00620': 'Pyruvate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments'}"
303,ECB_00281,cds,yahL,316826,317641,hypothetical protein,317233.5,
304,ECB_00282,cds,yahM,318054,318299,hypothetical protein,318176.5,
305,ECB_00283,cds,yahN,318316,318987,neutral amino-acid efflux system,318651.5,
306,ECB_00284,cds,yahO,319134,319409,hypothetical protein,319271.5,
307,ECB_00285,cds,prpR,319507,321093,DNA-binding transcriptional activator,320300.0,
308,ECB_00286,cds,prpB,321332,322222,2-methylisocitrate lyase,321777.0,"{'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways'}"
309,ECB_00287,cds,prpC,322662,323831,2-methylcitrate synthase,323246.5,"{'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways'}"
310,ECB_00288,cds,prpD,323865,325316,2-methylcitrate dehydratase,324590.5,"{'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways'}"
311,ECB_00289,cds,prpE,325356,327242,predicted propionyl-CoA synthetase with ATPase domain,326299.0,"{'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways'}"
312,ECB_00290,cds,codB,327478,328737,cytosine transporter,328107.5,
313,ECB_00291,cds,codA,328727,330010,cytosine deaminase,329368.5,"{'ebr00240': 'Pyrimidine metabolism', 'ebr00330': 'Arginine and proline metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01232': 'Nucleotide metabolism'}"
314,ECB_00292,cds,cynR,330347,331246,DNA-binding transcriptional dual regulator,330796.5,
315,ECB_00293,cds,cynT,331355,332014,carbonic anhydrase,331684.5,"{'ebr00910': 'Nitrogen metabolism', 'ebr01100': 'Metabolic pathways'}"
316,ECB_00294,cds,cynS,332045,332515,cyanate hydratase,332280.0,"{'ebr00910': 'Nitrogen metabolism', 'ebr01100': 'Metabolic pathways'}"
317,ECB_00295,cds,cynX,332548,333702,predicted cyanate transporter,333125.0,
318,ECB_00296,cds,lacA,333805,334416,galactoside O-acetyltransferase,334110.5,
319,ECB_00297,cds,lacY,334482,335735,galactoside permease,335108.5,
320,ECB_00298,cds,lacZ,335787,338861,beta-D-galactosidase,337324.0,"{'ebr00052': 'Galactose metabolism', 'ebr00511': 'Other glycan degradation', 'ebr00600': 'Sphingolipid metabolism', 'ebr01100': 'Metabolic pathways'}"
321,ECB_00299,cds,lacI,338984,340066,lac repressor,339525.0,
322,ECB_00300,cds,mhpR,340143,341090,"DNA-binding transcriptional activator, 3HPP-binding",340616.5,
323,ECB_00301,cds,mhpA,341167,342831,3-(3-hydroxyphenyl)propionate hydroxylase,341999.0,"{'ebr00360': 'Phenylalanine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01220': 'Degradation of aromatic compounds'}"
324,ECB_00302,cds,mhpB,342833,343777,"2,3-dihydroxyphenylpropionate 1,2-dioxygenase",343305.0,"{'ebr00360': 'Phenylalanine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01220': 'Degradation of aromatic compounds'}"
325,ECB_00303,cds,mhpC,343780,344661,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",344220.5,"{'ebr00360': 'Phenylalanine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01220': 'Degradation of aromatic compounds'}"
326,ECB_00304,cds,mhpD,344671,345480,2-keto-4-pentenoate hydratase,345075.5,"{'ebr00360': 'Phenylalanine metabolism', 'ebr00362': 'Benzoate degradation', 'ebr00621': 'Dioxin degradation', 'ebr00622': 'Xylene degradation', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01220': 'Degradation of aromatic compounds'}"
327,ECB_00305,cds,mhpF,345477,346427,acetaldehyde dehydrogenase,345952.0,"{'ebr00360': 'Phenylalanine metabolism', 'ebr00362': 'Benzoate degradation', 'ebr00620': 'Pyruvate metabolism', 'ebr00621': 'Dioxin degradation', 'ebr00622': 'Xylene degradation', 'ebr00650': 'Butanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01220': 'Degradation of aromatic compounds'}"
328,ECB_00306,cds,mhpE,346424,347437,4-hydroxy-2-ketovalerate aldolase,346930.5,"{'ebr00360': 'Phenylalanine metabolism', 'ebr00362': 'Benzoate degradation', 'ebr00621': 'Dioxin degradation', 'ebr00622': 'Xylene degradation', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01220': 'Degradation of aromatic compounds'}"
329,ECB_00307,cds,mhpT,347815,349026,predicted 3-hydroxyphenylpropionic transporter,348420.5,
330,ECB_00308,cds,yaiL,349128,349667,nucleoprotein/polynucleotide-associated enzyme,349397.5,
331,ECB_00309,cds,frmB,349893,350726,predicted esterase,350309.5,"{'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
332,ECB_00310,cds,frmA,350819,351928,alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase,351373.5,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00071': 'Fatty acid degradation', 'ebr00350': 'Tyrosine metabolism', 'ebr00620': 'Pyruvate metabolism', 'ebr00625': 'Chloroalkane and chloroalkene degradation', 'ebr00626': 'Naphthalene degradation', 'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01220': 'Degradation of aromatic compounds'}"
333,ECB_00311,cds,frmR,351963,352238,regulator protein that represses frmRAB operon,352100.5,
334,ECB_00312,cds,yaiO,352424,353197,hypothetical protein,352810.5,
335,ECB_00313,cds,insB-4,353279,353782,IS1 protein InsB,353530.5,
336,ECB_00314,cds,insA-4,353701,353976,IS1 protein InsA,353838.5,
337,ECB_00315,cds,tauA,354140,355102,taurine transporter subunit,354621.0,"{'ebr00920': 'Sulfur metabolism', 'ebr02010': 'ABC transporters'}"
